
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.393719,,Surface,281,1000073774,74901,
0.758271,,Surface,281,1000074902,74902,
0.770583,,Surface,281,1000072196,74903,
0.456097,,Surface,281,1000074009,74904,
0.389336,,Surface,281,1000066522,74905,
0.249995,,Surface,281,1000052706,74906,
0.45754,,Surface,281,1000063932,74907,
0.451707,,Surface,281,1000073963,74908,
0.251072,,Surface,281,1000072477,74909,
0.235313,,Surface,281,1000074729,74910,
0.398943,,Surface,281,1000073081,74911,
0.441994,,Surface,281,1000072788,74912,
0.361413,,Surface,281,1000069422,74913,
0.356462,,Surface,281,1000069917,74914,
0.422495,,Surface,281,1000074734,74915,
0.526352,,Surface,281,1000052731,74916,
0.307562,,Surface,281,1000052730,74917,
0.246967,,Surface,281,1000066193,74918,
0.525408,,Surface,281,1000074859,74919,
0.437121,,Surface,281,1000072150,74920,
0.299472,,Surface,281,1000052733,74921,
0.378659,,Surface,281,1000074347,74922,
0.363601,,Surface,282,1000074227,74923,
0.521293,,Surface,282,1000074810,74924,
0.324984,,Surface,282,1000052659,74925,
0.604879,,Surface,282,1000073338,74926,
0.237431,,Surface,282,1000066218,74927,
0.253634,,Surface,282,1000072493,74928,
0.48375,,Surface,282,1000073096,74929,
0.442085,,Surface,282,1000064603,74930,
0.52424,,Surface,282,1000072330,74931,
0.393681,,Surface,282,1000055510,74932,
0.420283,,Surface,282,1000068865,74933,
0.214402,,Surface,282,1000052668,74934,
0.494001,,Surface,282,1000074650,74935,
0.389856,,Surface,282,1000071115,74936,
0.545146,,Surface,282,1000062157,74937,
0.303877,,Surface,282,1000064155,74938,
0.249021,,Surface,282,1000073879,74939,
0.297404,,Surface,282,1000074599,74940,
0.315809,,Surface,282,1000071615,74941,
0.318838,,Surface,282,1000068360,74942,
0.231977,,Surface,282,1000069461,74943,
0.566472,,Surface,282,1000052677,74944,
0.296486,,Surface,282,1000069550,74945,
0.447844,,Surface,282,1000074309,74946,
0.592342,,Surface,282,1000071561,74947,
0.358387,,Surface,282,1000074892,74948,
